node_index,node_label,n_voxel,node_source
1,17Networks_LH_VisCent_ExStr_1,419,Schaefer300
2,17Networks_LH_VisCent_ExStr_2,331,Schaefer300
3,17Networks_LH_VisCent_ExStr_3,485,Schaefer300
4,17Networks_LH_VisCent_ExStr_4,446,Schaefer300
5,17Networks_LH_VisCent_ExStr_5,582,Schaefer300
6,17Networks_LH_VisCent_ExStr_6,416,Schaefer300
7,17Networks_LH_VisCent_Striate_1,722,Schaefer300
8,17Networks_LH_VisCent_ExStr_7,731,Schaefer300
9,17Networks_LH_VisCent_ExStr_8,557,Schaefer300
10,17Networks_LH_VisCent_ExStr_9,698,Schaefer300
11,17Networks_LH_VisCent_ExStr_10,435,Schaefer300
12,17Networks_LH_VisPeri_ExStrInf_1,406,Schaefer300
13,17Networks_LH_VisPeri_ExStrInf_2,273,Schaefer300
14,17Networks_LH_VisPeri_ExStrInf_3,294,Schaefer300
15,17Networks_LH_VisPeri_ExStrInf_4,266,Schaefer300
16,17Networks_LH_VisPeri_StriCal_1,576,Schaefer300
17,17Networks_LH_VisPeri_ExStrSup_1,317,Schaefer300
18,17Networks_LH_VisPeri_ExStrSup_2,427,Schaefer300
19,17Networks_LH_VisPeri_ExStrSup_3,411,Schaefer300
20,17Networks_LH_VisPeri_ExStrSup_4,428,Schaefer300
21,17Networks_LH_SomMotA_1,393,Schaefer300
22,17Networks_LH_SomMotA_2,229,Schaefer300
23,17Networks_LH_SomMotA_3,428,Schaefer300
24,17Networks_LH_SomMotA_4,286,Schaefer300
25,17Networks_LH_SomMotA_5,210,Schaefer300
26,17Networks_LH_SomMotA_6,469,Schaefer300
27,17Networks_LH_SomMotA_7,312,Schaefer300
28,17Networks_LH_SomMotA_8,260,Schaefer300
29,17Networks_LH_SomMotA_9,342,Schaefer300
30,17Networks_LH_SomMotA_10,451,Schaefer300
31,17Networks_LH_SomMotA_11,360,Schaefer300
32,17Networks_LH_SomMotA_12,499,Schaefer300
33,17Networks_LH_SomMotA_13,357,Schaefer300
34,17Networks_LH_SomMotA_14,279,Schaefer300
35,17Networks_LH_SomMotA_15,235,Schaefer300
36,17Networks_LH_SomMotB_Aud_1,426,Schaefer300
37,17Networks_LH_SomMotB_Aud_2,598,Schaefer300
38,17Networks_LH_SomMotB_S2_1,177,Schaefer300
39,17Networks_LH_SomMotB_S2_2,257,Schaefer300
40,17Networks_LH_SomMotB_S2_3,222,Schaefer300
41,17Networks_LH_SomMotB_Aud_3,419,Schaefer300
42,17Networks_LH_SomMotB_S2_4,314,Schaefer300
43,17Networks_LH_SomMotB_S2_5,251,Schaefer300
44,17Networks_LH_SomMotB_S2_6,224,Schaefer300
45,17Networks_LH_SomMotB_Cent_1,608,Schaefer300
46,17Networks_LH_SomMotB_Cent_2,308,Schaefer300
47,17Networks_LH_SomMotB_Cent_3,158,Schaefer300
48,17Networks_LH_DorsAttnA_TempOcc_1,389,Schaefer300
49,17Networks_LH_DorsAttnA_TempOcc_2,763,Schaefer300
50,17Networks_LH_DorsAttnA_TempOcc_3,625,Schaefer300
51,17Networks_LH_DorsAttnA_ParOcc_1,393,Schaefer300
52,17Networks_LH_DorsAttnA_SPL_1,163,Schaefer300
53,17Networks_LH_DorsAttnA_SPL_2,442,Schaefer300
54,17Networks_LH_DorsAttnA_SPL_3,535,Schaefer300
55,17Networks_LH_DorsAttnA_SPL_4,270,Schaefer300
56,17Networks_LH_DorsAttnB_TempOcc_1,450,Schaefer300
57,17Networks_LH_DorsAttnB_PostC_1,502,Schaefer300
