node_index,node_label,n_voxel,node_source
1,HIP-head-m1-rh,85,TianScale4
2,HIP-head-m2-rh,45,TianScale4
3,THA-VAip-rh,199,TianScale4
4,THA-VAia-rh,139,TianScale4
5,HIP-head-l-rh,216,TianScale4
6,HIP-body-rh,198,TianScale4
7,HIP-tail-rh,106,TianScale4
8,THA-VPm-rh,88,TianScale4
9,THA-VPl-rh,98,TianScale4
10,THA-VAs-rh,226,TianScale4
11,THA-DAm-rh,172,TianScale4
12,THA-DAl-rh,132,TianScale4
13,PUT-VA-rh,206,TianScale4
14,PUT-DA-rh,207,TianScale4
15,PUT-VP-rh,245,TianScale4
16,PUT-DP-rh,240,TianScale4
17,CAU-VA-rh,121,TianScale4
18,CAU-DA-rh,165,TianScale4
19,CAU-body-rh,107,TianScale4
20,CAU-tail-rh,42,TianScale4
21,lAMY-rh,160,TianScale4
22,mAMY-rh,190,TianScale4
23,THA-DP-rh,201,TianScale4
24,NAc-shell-rh,116,TianScale4
25,NAc-core-rh,90,TianScale4
26,pGP-rh,90,TianScale4
27,aGP-rh,108,TianScale4
28,HIP-head-m1-lh,85,TianScale4
29,HIP-head-m2-lh,45,TianScale4
30,THA-VAip-lh,199,TianScale4
31,THA-VAia-lh,139,TianScale4
32,HIP-head-l-lh,216,TianScale4
33,HIP-body-lh,198,TianScale4
34,HIP-tail-lh,106,TianScale4
35,THA-VPm-lh,88,TianScale4
36,THA-VPl-lh,98,TianScale4
37,THA-VAs-lh,226,TianScale4
38,THA-DAm-lh,172,TianScale4
39,THA-DAl-lh,132,TianScale4
40,PUT-VA-lh,206,TianScale4
41,PUT-DA-lh,207,TianScale4
42,PUT-VP-lh,245,TianScale4
43,PUT-DP-lh,240,TianScale4
44,CAU-VA-lh,121,TianScale4
45,CAU-DA-lh,165,TianScale4
46,CAU-body-lh,107,TianScale4
47,CAU-tail-lh,42,TianScale4
48,lAMY-lh,160,TianScale4
49,mAMY-lh,190,TianScale4
50,THA-DP-lh,201,TianScale4
51,NAc-shell-lh,116,TianScale4
52,NAc-core-lh,90,TianScale4
53,pGP-lh,90,TianScale4
54,aGP-lh,108,TianScale4
